Project Name : Project Name
Sample Name : Sample Name
Measurement No : 1
Measurement Time : 10/13/2021   10:43:23

Pixel   Wavelength(nm)    Intensity
1495         870.64        38
1496         871.06        32
1497         871.47        35
1498         871.89        35
1499         872.31        33
1500         872.73        28
1501         873.15        28
1502         873.57        34
1503         873.98        33
1504         874.40        32
1505         874.82        31
1506         875.24        32
1507         875.66        33
1508         876.08        28
1509         876.49        37
1510         876.91        32
1511         877.33        28
1512         877.75        34
1513         878.17        29
1514         878.59        33
1515         879.00        38
1516         879.42        38
1517         879.84        29
1518         880.26        30
1519         880.68        30
1520         881.10        36
1521         881.52        34
1522         881.93        34
1523         882.35        28
1524         882.77        33
1525         883.19        31
1526         883.61        32
1527         884.03        32
1528         884.45        30
1529         884.87        30
1530         885.28        32
1531         885.70        32
1532         886.12        33
1533         886.54        30
1534         886.96        31
1535         887.38        33
1536         887.80        30
1537         888.22        31
1538         888.64        26
1539         889.05        31
1540         889.47        29
1541         889.89        31
1542         890.31        32
1543         890.73        28
1544         891.15        26
1545         891.57        33
1546         891.99        27
1547         892.41        30
1548         892.83        28
1549         893.24        33
1550         893.66        35
1551         894.08        28
1552         894.50        32
1553         894.92        31
1554         895.34        32
1555         895.76        32
1556         896.18        30
1557         896.60        31
1558         897.02        36
1559         897.44        30
1560         897.86        33
1561         898.28        31
1562         898.69        36
1563         899.11        37
1564         899.53        34
1565         899.95        34
1566         900.37        33
1567         900.79        38
1568         901.21        32
1569         901.63        35
1570         902.05        37
1571         902.47        36
1572         902.89        42
1573         903.31        41
1574         903.73        27
1575         904.15        35
1576         904.57        33
1577         904.99        45
1578         905.41        80
1579         905.83        37
1580         906.25        31
1581         906.67        40
1582         907.09        34
1583         907.51        34
1584         907.93        39
1585         908.34        34
1586         908.76        36
1587         909.18        41
1588         909.60        36
1589         910.02        32
1590         910.44        32
1591         910.86        39
1592         911.28        40
1593         911.70        38
1594         912.12        33
1595         912.54        35
1596         912.96        40
1597         913.38        35
1598         913.80        40
1599         914.22        34
1600         914.64        39
1601         915.06        41
1602         915.48        41
1603         915.90        36
1604         916.32        37
1605         916.74        37
1606         917.16        40
1607         917.58        41
1608         918.00        42
1609         918.42        41
1610         918.84        36
1611         919.26        39
1612         919.68        43
1613         920.10        38
1614         920.53        38
1615         920.95        36
1616         921.37        40
1617         921.79        34
1618         922.21        33
1619         922.63        36
1620         923.05        40
1621         923.47        37
1622         923.89        37
1623         924.31        41
1624         924.73        38
1625         925.15        35
1626         925.57        42
1627         925.99        33
1628         926.41        36
1629         926.83        35
1630         927.25        36
1631         927.67        34
1632         928.09        42
1633         928.51        38
1634         928.93        41
1635         929.35        38
1636         929.77        40
1637         930.19        41
1638         930.62        44
1639         931.04        35
1640         931.46        35
1641         931.88        32
1642         932.30        31
1643         932.72        41
1644         933.14        38
1645         933.56        37
1646         933.98        35
1647         934.40        36
1648         934.82        36
1649         935.24        40
1650         935.66        42
1651         936.08        41
1652         936.51        42
1653         936.93        38
1654         937.35        38
1655         937.77        34
1656         938.19        36
1657         938.61        33
1658         939.03        43
1659         939.45        41
1660         939.87        39
1661         940.29        34
1662         940.71        42
1663         941.14        35
1664         941.56        37
1665         941.98        42
1666         942.40        36
1667         942.82        41
1668         943.24        42
1669         943.66        35
1670         944.08        34
1671         944.50        35
1672         944.92        39
1673         945.35        34
1674         945.77        34
1675         946.19        39
1676         946.61        34
1677         947.03        36
1678         947.45        39
1679         947.87        40
1680         948.29        35
1681         948.72        38
1682         949.14        40
1683         949.56        40
1684         949.98        33
1685         950.40        38
1686         950.82        39
1687         951.24        41
1688         951.66        38
1689         952.09        31
1690         952.51        37
1691         952.93        32
1692         953.35        36
1693         953.77        38
1694         954.19        40
1695         954.61        38
1696         955.04        37
1697         955.46        41
1698         955.88        37
1699         956.30        41
1700         956.72        38
1701         957.14        33
1702         957.56        39
1703         957.99        33
1704         958.41        35
1705         958.83        33
1706         959.25        33
1707         959.67        33
1708         960.09        32
1709         960.52        31
1710         960.94        33
1711         961.36        35
1712         961.78        37
1713         962.20        37
1714         962.62        37
1715         963.05        36
1716         963.47        37
1717         963.89        37
1718         964.31        39
1719         964.73        36
1720         965.15        33
1721         965.58        36
1722         966.00        36
1723         966.42        34
1724         966.84        34
1725         967.26        39
1726         967.69        30
1727         968.11        27
1728         968.53        42
1729         968.95        33
1730         969.37        35
1731         969.79        36
1732         970.22        31
1733         970.64        30
1734         971.06        39
1735         971.48        33
1736         971.90        37
1737         972.33        31
1738         972.75        35
1739         973.17        32
1740         973.59        33
1741         974.01        32
1742         974.44        33
1743         974.86        36
1744         975.28        33
1745         975.70        28
1746         976.12        36
1747         976.55        36
1748         976.97        31
1749         977.39        31
1750         977.81        35
1751         978.24        36
1752         978.66        36
1753         979.08        37
1754         979.50        36
1755         979.92        38
1756         980.35        37
1757         980.77        38
1758         981.19        35
1759         981.61        36
1760         982.03        29
1761         982.46        37
1762         982.88        34
1763         983.30        36
1764         983.72        39
1765         984.15        35
1766         984.57        38
1767         984.99        37
1768         985.41        37
1769         985.84        36
1770         986.26        38
1771         986.68        35
1772         987.10        31
1773         987.53        38
1774         987.95        32
1775         988.37        37
1776         988.79        36
1777         989.21        36
1778         989.64        31
1779         990.06        41
1780         990.48        35
1781         990.90        36
1782         991.33        35
1783         991.75        40
1784         992.17        32
1785         992.59        39
1786         993.02        36
1787         993.44        38
1788         993.86        38
1789         994.29        36
1790         994.71        40
1791         995.13        41
1792         995.55        38
1793         995.98        41
1794         996.40        38
1795         996.82        38
1796         997.24        41
1797         997.67        33
1798         998.09        40
1799         998.51        38
1800         998.93        42
1801         999.36        37
1802         999.78        32
1803        1000.20        36
1804        1000.63        37
1805        1001.05        30
1806        1001.47        37
1807        1001.89        42
1808        1002.32        40
1809        1002.74        42
1810        1003.16        43
1811        1003.58        45
1812        1004.01        36
1813        1004.43        40
1814        1004.85        37
1815        1005.28        40
1816        1005.70        40
1817        1006.12        38
1818        1006.54        38
1819        1006.97        41
1820        1007.39        41
1821        1007.81        43
1822        1008.24        42
1823        1008.66        37
1824        1009.08        42
1825        1009.50        40
1826        1009.93        38
1827        1010.35        35
1828        1010.77        40
1829        1011.20        39
1830        1011.62        43
1831        1012.04        39
1832        1012.47        32
1833        1012.89        39
1834        1013.31        37
1835        1013.73        42
1836        1014.16        39
1837        1014.58        39
1838        1015.00        37
1839        1015.43        39
1840        1015.85        38
1841        1016.27        41
1842        1016.70        41
1843        1017.12        38
1844        1017.54        39
1845        1017.97        34
1846        1018.39        38
1847        1018.81        33
1848        1019.24        39
1849        1019.66        32
1850        1020.08        39
1851        1020.50        36
1852        1020.93        37
1853        1021.35        40
1854        1021.77        35
1855        1022.20        40
1856        1022.62        40
1857        1023.04        36
1858        1023.47        35
1859        1023.89        38
1860        1024.31        37
1861        1024.74        35
1862        1025.16        32
1863        1025.58        34
1864        1026.01        37
1865        1026.43        38
1866        1026.85        43
1867        1027.28        39
1868        1027.70        35
1869        1028.12        36
1870        1028.55        43
1871        1028.97        43
1872        1029.39        45
1873        1029.82        38
1874        1030.24        38
1875        1030.66        36
1876        1031.09        34
1877        1031.51        38
1878        1031.93        40
1879        1032.36        35
1880        1032.78        39
1881        1033.20        39
1882        1033.63        38
1883        1034.05        37
1884        1034.47        35
1885        1034.90        39
1886        1035.32        41
1887        1035.75        41
1888        1036.17        37
1889        1036.59        37
1890        1037.02        36
1891        1037.44        41
1892        1037.86        37
1893        1038.29        32
1894        1038.71        38
1895        1039.13        37
1896        1039.56        36
1897        1039.98        40
1898        1040.40        33
1899        1040.83        41
1900        1041.25        32
1901        1041.67        33
1902        1042.10        33
1903        1042.52        33
1904        1042.95        35
1905        1043.37        37
1906        1043.79        37
1907        1044.22        38
1908        1044.64        33
1909        1045.06        32
1910        1045.49        38
1911        1045.91        40
1912        1046.33        36
1913        1046.76        36
1914        1047.18        34
1915        1047.61        32
1916        1048.03        37
1917        1048.45        30
1918        1048.88        33
1919        1049.30        37
1920        1049.72        35
1921        1050.15        35
1922        1050.57        34
1923        1051.00        34
1924        1051.42        41
1925        1051.84        36
1926        1052.27        37
1927        1052.69        38
1928        1053.11        38
1929        1053.54        36
1930        1053.96        34
1931        1054.39        36
1932        1054.81        33
1933        1055.23        30
1934        1055.66        40
1935        1056.08        39
1936        1056.51        37
1937        1056.93        30
1938        1057.35        40
1939        1057.78        34
1940        1058.20        38
1941        1058.62        34
1942        1059.05        44
1943        1059.47        40
1944        1059.90        41
1945        1060.32        36
1946        1060.74        41
1947        1061.17        42
1948        1061.59        41
1949        1062.02        37
1950        1062.44        41
1951        1062.86        37
1952        1063.29        35
1953        1063.71        34
1954        1064.14        31
1955        1064.56        34
1956        1064.98        43
1957        1065.41        44
1958        1065.83        36
1959        1066.26        39
1960        1066.68        45
1961        1067.10        44
1962        1067.53        38
1963        1067.95        42
1964        1068.37        42
1965        1068.80        43
1966        1069.22        38
1967        1069.65        40
1968        1070.07        45
1969        1070.50        40
1970        1070.92        39
1971        1071.34        36
1972        1071.77        37
1973        1072.19        45
1974        1072.62        41
1975        1073.04        41
1976        1073.46        43
1977        1073.89        40
1978        1074.31        40
1979        1074.74        36
1980        1075.16        43
1981        1075.58        43
1982        1076.01        41
1983        1076.43        37
1984        1076.86        39
1985        1077.28        39
1986        1077.70        39
1987        1078.13        41
1988        1078.55        42
1989        1078.98        37
1990        1079.40        43
1991        1079.83        39
1992        1080.25        37
1993        1080.67        35
1994        1081.10        36
1995        1081.52        36
1996        1081.95        37
1997        1082.37        37
1998        1082.79        36
1999        1083.22        41
2000        1083.64        39
2001        1084.07        42
2002        1084.49        39
2003        1084.92        42
2004        1085.34        39
2005        1085.76        39
2006        1086.19        40
2007        1086.61        42
2008        1087.04        41
2009        1087.46        39
2010        1087.88        39
2011        1088.31        39
2012        1088.73        37
2013        1089.16        46
2014        1089.58        39
2015        1090.01        36
2016        1090.43        42
2017        1090.85        38
2018        1091.28        40
2019        1091.70        41
2020        1092.13        34
2021        1092.55        43
2022        1092.98        36
2023        1093.40        41
2024        1093.82        36
2025        1094.25        37
2026        1094.67        36
2027        1095.10        42
2028        1095.52        41
2029        1095.95        41
2030        1096.37        38
2031        1096.79        38
2032        1097.22        47
2033        1097.64        36
2034        1098.07        39
2035        1098.49        38
2036        1098.92        30
2037        1099.34        44
2038        1099.76        33
2039        1100.19        37
2040        1100.61        33
2041        1101.04        37
2042        1101.46        31
2043        1101.89        29
2044        1102.31        34
2045        1102.74        36
2046        1103.16        36
2047        1103.58        36
2048        1104.01        36


