Project Name : Project Name
Sample Name : Sample Name
Measurement No : 1
Measurement Time : 10/13/2021   10:46:20

Pixel   Wavelength(nm)    Intensity
1522         881.93        38
1523         882.35        39
1524         882.77        35
1525         883.19        37
1526         883.61        44
1527         884.03        40
1528         884.45        36
1529         884.87        37
1530         885.28        34
1531         885.70        31
1532         886.12        36
1533         886.54        34
1534         886.96        37
1535         887.38        37
1536         887.80        36
1537         888.22        39
1538         888.64        39
1539         889.05        37
1540         889.47        40
1541         889.89        32
1542         890.31        34
1543         890.73        38
1544         891.15        27
1545         891.57        36
1546         891.99        33
1547         892.41        30
1548         892.83        42
1549         893.24        32
1550         893.66        34
1551         894.08        38
1552         894.50        38
1553         894.92        35
1554         895.34        34
1555         895.76        32
1556         896.18        32
1557         896.60        30
1558         897.02        33
1559         897.44        30
1560         897.86        28
1561         898.28        34
1562         898.69        35
1563         899.11        31
1564         899.53        35
1565         899.95        36
1566         900.37        27
1567         900.79        28
1568         901.21        33
1569         901.63        30
1570         902.05        32
1571         902.47        32
1572         902.89        35
1573         903.31        43
1574         903.73        26
1575         904.15        31
1576         904.57        33
1577         904.99        41
1578         905.41        63
1579         905.83        41
1580         906.25        29
1581         906.67        29
1582         907.09        30
1583         907.51        31
1584         907.93        31
1585         908.34        28
1586         908.76        26
1587         909.18        28
1588         909.60        31
1589         910.02        31
1590         910.44        29
1591         910.86        34
1592         911.28        36
1593         911.70        33
1594         912.12        34
1595         912.54        37
1596         912.96        31
1597         913.38        27
1598         913.80        28
1599         914.22        35
1600         914.64        29
1601         915.06        36
1602         915.48        29
1603         915.90        29
1604         916.32        30
1605         916.74        35
1606         917.16        26
1607         917.58        31
1608         918.00        31
1609         918.42        27
1610         918.84        34
1611         919.26        37
1612         919.68        33
1613         920.10        27
1614         920.53        38
1615         920.95        27
1616         921.37        28
1617         921.79        29
1618         922.21        34
1619         922.63        31
1620         923.05        27
1621         923.47        31
1622         923.89        32
1623         924.31        32
1624         924.73        35
1625         925.15        37
1626         925.57        30
1627         925.99        34
1628         926.41        32
1629         926.83        34
1630         927.25        29
1631         927.67        37
1632         928.09        34
1633         928.51        35
1634         928.93        42
1635         929.35        36
1636         929.77        33
1637         930.19        34
1638         930.62        33
1639         931.04        40
1640         931.46        33
1641         931.88        33
1642         932.30        33
1643         932.72        41
1644         933.14        40
1645         933.56        36
1646         933.98        37
1647         934.40        32
1648         934.82        32
1649         935.24        39
1650         935.66        36
1651         936.08        39
1652         936.51        33
1653         936.93        36
1654         937.35        37
1655         937.77        36
1656         938.19        34
1657         938.61        36
1658         939.03        34
1659         939.45        38
1660         939.87        42
1661         940.29        37
1662         940.71        37
1663         941.14        37
1664         941.56        37
1665         941.98        38
1666         942.40        41
1667         942.82        38
1668         943.24        38
1669         943.66        34
1670         944.08        39
1671         944.50        40
1672         944.92        43
1673         945.35        30
1674         945.77        38
1675         946.19        41
1676         946.61        42
1677         947.03        39
1678         947.45        43
1679         947.87        39
1680         948.29        39
1681         948.72        38
1682         949.14        38
1683         949.56        39
1684         949.98        35
1685         950.40        38
1686         950.82        39
1687         951.24        37
1688         951.66        40
1689         952.09        35
1690         952.51        41
1691         952.93        33
1692         953.35        43
1693         953.77        39
1694         954.19        34
1695         954.61        39
1696         955.04        36
1697         955.46        38
1698         955.88        39
1699         956.30        33
1700         956.72        31
1701         957.14        41
1702         957.56        36
1703         957.99        41
1704         958.41        36
1705         958.83        38
1706         959.25        36
1707         959.67        37
1708         960.09        32
1709         960.52        33
1710         960.94        33
1711         961.36        35
1712         961.78        39
1713         962.20        36
1714         962.62        35
1715         963.05        36
1716         963.47        39
1717         963.89        39
1718         964.31        38
1719         964.73        40
1720         965.15        39
1721         965.58        37
1722         966.00        37
1723         966.42        42
1724         966.84        37
1725         967.26        28
1726         967.69        37
1727         968.11        35
1728         968.53        40
1729         968.95        33
1730         969.37        33
1731         969.79        35
1732         970.22        30
1733         970.64        37
1734         971.06        38
1735         971.48        32
1736         971.90        29
1737         972.33        34
1738         972.75        36
1739         973.17        34
1740         973.59        33
1741         974.01        37
1742         974.44        29
1743         974.86        38
1744         975.28        33
1745         975.70        33
1746         976.12        37
1747         976.55        30
1748         976.97        30
1749         977.39        31
1750         977.81        27
1751         978.24        36
1752         978.66        31
1753         979.08        32
1754         979.50        30
1755         979.92        33
1756         980.35        34
1757         980.77        30
1758         981.19        25
1759         981.61        38
1760         982.03        34
1761         982.46        33
1762         982.88        36
1763         983.30        37
1764         983.72        34
1765         984.15        35
1766         984.57        30
1767         984.99        31
1768         985.41        30
1769         985.84        32
1770         986.26        32
1771         986.68        28
1772         987.10        31
1773         987.53        39
1774         987.95        31
1775         988.37        33
1776         988.79        31
1777         989.21        34
1778         989.64        33
1779         990.06        33
1780         990.48        31
1781         990.90        31
1782         991.33        31
1783         991.75        29
1784         992.17        28
1785         992.59        32
1786         993.02        32
1787         993.44        28
1788         993.86        23
1789         994.29        29
1790         994.71        33
1791         995.13        31
1792         995.55        33
1793         995.98        28
1794         996.40        35
1795         996.82        39
1796         997.24        27
1797         997.67        29
1798         998.09        29
1799         998.51        31
1800         998.93        33
1801         999.36        29
1802         999.78        32
1803        1000.20        30
1804        1000.63        33
1805        1001.05        28
1806        1001.47        34
1807        1001.89        33
1808        1002.32        32
1809        1002.74        29
1810        1003.16        32
1811        1003.58        29
1812        1004.01        29
1813        1004.43        31
1814        1004.85        34
1815        1005.28        31
1816        1005.70        35
1817        1006.12        33
1818        1006.54        30
1819        1006.97        30
1820        1007.39        38
1821        1007.81        31
1822        1008.24        38
1823        1008.66        35
1824        1009.08        33
1825        1009.50        32
1826        1009.93        32
1827        1010.35        30
1828        1010.77        34
1829        1011.20        31
1830        1011.62        30
1831        1012.04        31
1832        1012.47        38
1833        1012.89        36
1834        1013.31        33
1835        1013.73        35
1836        1014.16        31
1837        1014.58        39
1838        1015.00        36
1839        1015.43        36
1840        1015.85        42
1841        1016.27        38
1842        1016.70        28
1843        1017.12        31
1844        1017.54        45
1845        1017.97        38
1846        1018.39        33
1847        1018.81        32
1848        1019.24        33
1849        1019.66        38
1850        1020.08        37
1851        1020.50        40
1852        1020.93        36
1853        1021.35        32
1854        1021.77        39
1855        1022.20        40
1856        1022.62        33
1857        1023.04        36
1858        1023.47        42
1859        1023.89        39
1860        1024.31        36
1861        1024.74        36
1862        1025.16        33
1863        1025.58        30
1864        1026.01        34
1865        1026.43        42
1866        1026.85        37
1867        1027.28        36
1868        1027.70        37
1869        1028.12        39
1870        1028.55        36
1871        1028.97        36
1872        1029.39        36
1873        1029.82        40
1874        1030.24        30
1875        1030.66        37
1876        1031.09        36
1877        1031.51        35
1878        1031.93        36
1879        1032.36        35
1880        1032.78        36
1881        1033.20        38
1882        1033.63        37
1883        1034.05        36
1884        1034.47        38
1885        1034.90        35
1886        1035.32        38
1887        1035.75        35
1888        1036.17        39
1889        1036.59        40
1890        1037.02        41
1891        1037.44        36
1892        1037.86        39
1893        1038.29        34
1894        1038.71        41
1895        1039.13        33
1896        1039.56        30
1897        1039.98        32
1898        1040.40        34
1899        1040.83        41
1900        1041.25        34
1901        1041.67        30
1902        1042.10        36
1903        1042.52        36
1904        1042.95        36
1905        1043.37        39
1906        1043.79        34
1907        1044.22        37
1908        1044.64        32
1909        1045.06        39
1910        1045.49        34
1911        1045.91        37
1912        1046.33        32
1913        1046.76        32
1914        1047.18        33
1915        1047.61        34
1916        1048.03        35
1917        1048.45        35
1918        1048.88        28
1919        1049.30        36
1920        1049.72        29
1921        1050.15        34
1922        1050.57        35
1923        1051.00        31
1924        1051.42        33
1925        1051.84        31
1926        1052.27        29
1927        1052.69        34
1928        1053.11        32
1929        1053.54        37
1930        1053.96        32
1931        1054.39        28
1932        1054.81        35
1933        1055.23        37
1934        1055.66        29
1935        1056.08        31
1936        1056.51        33
1937        1056.93        31
1938        1057.35        29
1939        1057.78        33
1940        1058.20        33
1941        1058.62        29
1942        1059.05        31
1943        1059.47        32
1944        1059.90        37
1945        1060.32        35
1946        1060.74        32
1947        1061.17        32
1948        1061.59        31
1949        1062.02        35
1950        1062.44        33
1951        1062.86        28
1952        1063.29        34
1953        1063.71        31
1954        1064.14        31
1955        1064.56        30
1956        1064.98        31
1957        1065.41        36
1958        1065.83        29
1959        1066.26        34
1960        1066.68        25
1961        1067.10        30
1962        1067.53        31
1963        1067.95        34
1964        1068.37        25
1965        1068.80        29
1966        1069.22        31
1967        1069.65        29
1968        1070.07        27
1969        1070.50        31
1970        1070.92        31
1971        1071.34        25
1972        1071.77        31
1973        1072.19        32
1974        1072.62        29
1975        1073.04        32
1976        1073.46        30
1977        1073.89        34
1978        1074.31        27
1979        1074.74        24
1980        1075.16        26
1981        1075.58        29
1982        1076.01        26
1983        1076.43        25
1984        1076.86        28
1985        1077.28        25
1986        1077.70        24
1987        1078.13        25
1988        1078.55        29
1989        1078.98        20
1990        1079.40        27
1991        1079.83        28
1992        1080.25        26
1993        1080.67        25
1994        1081.10        29
1995        1081.52        26
1996        1081.95        27
1997        1082.37        27
1998        1082.79        28
1999        1083.22        25
2000        1083.64        27
2001        1084.07        30
2002        1084.49        31
2003        1084.92        23
2004        1085.34        31
2005        1085.76        30
2006        1086.19        29
2007        1086.61        27
2008        1087.04        25
2009        1087.46        28
2010        1087.88        30
2011        1088.31        24
2012        1088.73        29
2013        1089.16        34
2014        1089.58        31
2015        1090.01        31
2016        1090.43        27
2017        1090.85        26
2018        1091.28        28
2019        1091.70        29
2020        1092.13        28
2021        1092.55        30
2022        1092.98        26
2023        1093.40        30
2024        1093.82        24
2025        1094.25        30
2026        1094.67        35
2027        1095.10        30
2028        1095.52        31
2029        1095.95        28
2030        1096.37        27
2031        1096.79        34
2032        1097.22        44
2033        1097.64        34
2034        1098.07        31
2035        1098.49        29
2036        1098.92        36
2037        1099.34        29
2038        1099.76        31
2039        1100.19        31
2040        1100.61        31
2041        1101.04        33
2042        1101.46        34
2043        1101.89        35
2044        1102.31        34
2045        1102.74        34
2046        1103.16        33
2047        1103.58        35
2048        1104.01        34


