Project Name : Project Name
Sample Name : Sample Name
Measurement No : 1
Measurement Time : 10/13/2021   10:45:57

Pixel   Wavelength(nm)    Intensity
1485         866.46        41
1486         866.88        33
1487         867.29        35
1488         867.71        32
1489         868.13        38
1490         868.55        37
1491         868.97        32
1492         869.38        40
1493         869.80        34
1494         870.22        35
1495         870.64        30
1496         871.06        30
1497         871.47        31
1498         871.89        35
1499         872.31        36
1500         872.73        33
1501         873.15        35
1502         873.57        32
1503         873.98        30
1504         874.40        33
1505         874.82        36
1506         875.24        35
1507         875.66        32
1508         876.08        38
1509         876.49        34
1510         876.91        32
1511         877.33        34
1512         877.75        35
1513         878.17        31
1514         878.59        35
1515         879.00        34
1516         879.42        38
1517         879.84        33
1518         880.26        36
1519         880.68        35
1520         881.10        35
1521         881.52        33
1522         881.93        34
1523         882.35        34
1524         882.77        36
1525         883.19        35
1526         883.61        35
1527         884.03        34
1528         884.45        30
1529         884.87        37
1530         885.28        38
1531         885.70        30
1532         886.12        35
1533         886.54        33
1534         886.96        39
1535         887.38        34
1536         887.80        37
1537         888.22        31
1538         888.64        35
1539         889.05        39
1540         889.47        33
1541         889.89        37
1542         890.31        38
1543         890.73        31
1544         891.15        34
1545         891.57        36
1546         891.99        39
1547         892.41        35
1548         892.83        33
1549         893.24        38
1550         893.66        43
1551         894.08        40
1552         894.50        39
1553         894.92        43
1554         895.34        38
1555         895.76        38
1556         896.18        40
1557         896.60        39
1558         897.02        39
1559         897.44        40
1560         897.86        43
1561         898.28        37
1562         898.69        36
1563         899.11        42
1564         899.53        36
1565         899.95        45
1566         900.37        36
1567         900.79        40
1568         901.21        40
1569         901.63        40
1570         902.05        41
1571         902.47        39
1572         902.89        36
1573         903.31        41
1574         903.73        36
1575         904.15        40
1576         904.57        37
1577         904.99        47
1578         905.41        61
1579         905.83        39
1580         906.25        42
1581         906.67        37
1582         907.09        38
1583         907.51        42
1584         907.93        39
1585         908.34        37
1586         908.76        41
1587         909.18        35
1588         909.60        40
1589         910.02        36
1590         910.44        37
1591         910.86        38
1592         911.28        36
1593         911.70        42
1594         912.12        36
1595         912.54        36
1596         912.96        36
1597         913.38        40
1598         913.80        32
1599         914.22        37
1600         914.64        36
1601         915.06        39
1602         915.48        41
1603         915.90        39
1604         916.32        40
1605         916.74        42
1606         917.16        41
1607         917.58        34
1608         918.00        36
1609         918.42        33
1610         918.84        40
1611         919.26        41
1612         919.68        35
1613         920.10        35
1614         920.53        43
1615         920.95        33
1616         921.37        40
1617         921.79        39
1618         922.21        39
1619         922.63        40
1620         923.05        41
1621         923.47        33
1622         923.89        37
1623         924.31        35
1624         924.73        39
1625         925.15        38
1626         925.57        37
1627         925.99        34
1628         926.41        33
1629         926.83        30
1630         927.25        45
1631         927.67        37
1632         928.09        38
1633         928.51        31
1634         928.93        33
1635         929.35        32
1636         929.77        39
1637         930.19        36
1638         930.62        36
1639         931.04        39
1640         931.46        37
1641         931.88        39
1642         932.30        31
1643         932.72        33
1644         933.14        30
1645         933.56        34
1646         933.98        33
1647         934.40        35
1648         934.82        35
1649         935.24        37
1650         935.66        36
1651         936.08        35
1652         936.51        34
1653         936.93        34
1654         937.35        38
1655         937.77        32
1656         938.19        35
1657         938.61        32
1658         939.03        34
1659         939.45        32
1660         939.87        34
1661         940.29        35
1662         940.71        31
1663         941.14        26
1664         941.56        37
1665         941.98        29
1666         942.40        33
1667         942.82        26
1668         943.24        27
1669         943.66        34
1670         944.08        32
1671         944.50        31
1672         944.92        34
1673         945.35        37
1674         945.77        27
1675         946.19        33
1676         946.61        32
1677         947.03        28
1678         947.45        28
1679         947.87        28
1680         948.29        29
1681         948.72        33
1682         949.14        28
1683         949.56        29
1684         949.98        31
1685         950.40        30
1686         950.82        33
1687         951.24        37
1688         951.66        28
1689         952.09        33
1690         952.51        30
1691         952.93        30
1692         953.35        33
1693         953.77        31
1694         954.19        36
1695         954.61        33
1696         955.04        32
1697         955.46        28
1698         955.88        29
1699         956.30        33
1700         956.72        32
1701         957.14        34
1702         957.56        31
1703         957.99        28
1704         958.41        31
1705         958.83        29
1706         959.25        32
1707         959.67        31
1708         960.09        28
1709         960.52        33
1710         960.94        36
1711         961.36        34
1712         961.78        29
1713         962.20        29
1714         962.62        27
1715         963.05        32
1716         963.47        31
1717         963.89        30
1718         964.31        30
1719         964.73        27
1720         965.15        33
1721         965.58        32
1722         966.00        35
1723         966.42        31
1724         966.84        28
1725         967.26        29
1726         967.69        33
1727         968.11        34
1728         968.53        38
1729         968.95        30
1730         969.37        30
1731         969.79        34
1732         970.22        33
1733         970.64        33
1734         971.06        36
1735         971.48        33
1736         971.90        40
1737         972.33        30
1738         972.75        36
1739         973.17        34
1740         973.59        37
1741         974.01        36
1742         974.44        38
1743         974.86        32
1744         975.28        34
1745         975.70        34
1746         976.12        37
1747         976.55        36
1748         976.97        39
1749         977.39        34
1750         977.81        39
1751         978.24        34
1752         978.66        41
1753         979.08        33
1754         979.50        34
1755         979.92        35
1756         980.35        42
1757         980.77        41
1758         981.19        38
1759         981.61        35
1760         982.03        38
1761         982.46        31
1762         982.88        39
1763         983.30        37
1764         983.72        34
1765         984.15        41
1766         984.57        42
1767         984.99        42
1768         985.41        44
1769         985.84        43
1770         986.26        37
1771         986.68        41
1772         987.10        34
1773         987.53        36
1774         987.95        38
1775         988.37        40
1776         988.79        38
1777         989.21        34
1778         989.64        41
1779         990.06        43
1780         990.48        43
1781         990.90        33
1782         991.33        39
1783         991.75        39
1784         992.17        36
1785         992.59        34
1786         993.02        42
1787         993.44        37
1788         993.86        38
1789         994.29        42
1790         994.71        42
1791         995.13        39
1792         995.55        37
1793         995.98        37
1794         996.40        38
1795         996.82        38
1796         997.24        36
1797         997.67        40
1798         998.09        36
1799         998.51        36
1800         998.93        33
1801         999.36        40
1802         999.78        35
1803        1000.20        35
1804        1000.63        41
1805        1001.05        39
1806        1001.47        39
1807        1001.89        42
1808        1002.32        42
1809        1002.74        35
1810        1003.16        40
1811        1003.58        43
1812        1004.01        38
1813        1004.43        38
1814        1004.85        41
1815        1005.28        37
1816        1005.70        36
1817        1006.12        35
1818        1006.54        44
1819        1006.97        37
1820        1007.39        42
1821        1007.81        38
1822        1008.24        34
1823        1008.66        42
1824        1009.08        33
1825        1009.50        35
1826        1009.93        32
1827        1010.35        37
1828        1010.77        38
1829        1011.20        38
1830        1011.62        36
1831        1012.04        35
1832        1012.47        34
1833        1012.89        35
1834        1013.31        32
1835        1013.73        34
1836        1014.16        35
1837        1014.58        35
1838        1015.00        36
1839        1015.43        37
1840        1015.85        32
1841        1016.27        36
1842        1016.70        34
1843        1017.12        33
1844        1017.54        33
1845        1017.97        32
1846        1018.39        33
1847        1018.81        32
1848        1019.24        34
1849        1019.66        32
1850        1020.08        37
1851        1020.50        28
1852        1020.93        31
1853        1021.35        33
1854        1021.77        28
1855        1022.20        34
1856        1022.62        30
1857        1023.04        33
1858        1023.47        31
1859        1023.89        31
1860        1024.31        33
1861        1024.74        33
1862        1025.16        35
1863        1025.58        28
1864        1026.01        34
1865        1026.43        35
1866        1026.85        28
1867        1027.28        28
1868        1027.70        33
1869        1028.12        35
1870        1028.55        26
1871        1028.97        35
1872        1029.39        33
1873        1029.82        29
1874        1030.24        32
1875        1030.66        32
1876        1031.09        33
1877        1031.51        30
1878        1031.93        35
1879        1032.36        31
1880        1032.78        33
1881        1033.20        30
1882        1033.63        32
1883        1034.05        31
1884        1034.47        36
1885        1034.90        31
1886        1035.32        31
1887        1035.75        32
1888        1036.17        31
1889        1036.59        35
1890        1037.02        31
1891        1037.44        33
1892        1037.86        31
1893        1038.29        28
1894        1038.71        28
1895        1039.13        33
1896        1039.56        34
1897        1039.98        33
1898        1040.40        30
1899        1040.83        39
1900        1041.25        37
1901        1041.67        30
1902        1042.10        32
1903        1042.52        26
1904        1042.95        29
1905        1043.37        30
1906        1043.79        33
1907        1044.22        34
1908        1044.64        39
1909        1045.06        30
1910        1045.49        33
1911        1045.91        36
1912        1046.33        33
1913        1046.76        28
1914        1047.18        34
1915        1047.61        39
1916        1048.03        36
1917        1048.45        33
1918        1048.88        33
1919        1049.30        39
1920        1049.72        36
1921        1050.15        35
1922        1050.57        34
1923        1051.00        31
1924        1051.42        33
1925        1051.84        35
1926        1052.27        36
1927        1052.69        30
1928        1053.11        34
1929        1053.54        35
1930        1053.96        38
1931        1054.39        39
1932        1054.81        36
1933        1055.23        33
1934        1055.66        35
1935        1056.08        37
1936        1056.51        33
1937        1056.93        35
1938        1057.35        38
1939        1057.78        34
1940        1058.20        31
1941        1058.62        35
1942        1059.05        35
1943        1059.47        33
1944        1059.90        38
1945        1060.32        37
1946        1060.74        40
1947        1061.17        37
1948        1061.59        30
1949        1062.02        38
1950        1062.44        36
1951        1062.86        33
1952        1063.29        42
1953        1063.71        36
1954        1064.14        34
1955        1064.56        34
1956        1064.98        33
1957        1065.41        40
1958        1065.83        40
1959        1066.26        35
1960        1066.68        35
1961        1067.10        42
1962        1067.53        40
1963        1067.95        43
1964        1068.37        46
1965        1068.80        38
1966        1069.22        39
1967        1069.65        43
1968        1070.07        38
1969        1070.50        40
1970        1070.92        43
1971        1071.34        33
1972        1071.77        39
1973        1072.19        36
1974        1072.62        43
1975        1073.04        36
1976        1073.46        38
1977        1073.89        34
1978        1074.31        39
1979        1074.74        43
1980        1075.16        35
1981        1075.58        34
1982        1076.01        33
1983        1076.43        34
1984        1076.86        36
1985        1077.28        38
1986        1077.70        38
1987        1078.13        31
1988        1078.55        36
1989        1078.98        38
1990        1079.40        43
1991        1079.83        42
1992        1080.25        42
1993        1080.67        39
1994        1081.10        35
1995        1081.52        32
1996        1081.95        31
1997        1082.37        33
1998        1082.79        34
1999        1083.22        33
2000        1083.64        34
2001        1084.07        35
2002        1084.49        45
2003        1084.92        39
2004        1085.34        33
2005        1085.76        39
2006        1086.19        28
2007        1086.61        40
2008        1087.04        37
2009        1087.46        37
2010        1087.88        35
2011        1088.31        36
2012        1088.73        36
2013        1089.16        40
2014        1089.58        39
2015        1090.01        30
2016        1090.43        36
2017        1090.85        41
2018        1091.28        37
2019        1091.70        31
2020        1092.13        39
2021        1092.55        31
2022        1092.98        35
2023        1093.40        34
2024        1093.82        32
2025        1094.25        34
2026        1094.67        36
2027        1095.10        26
2028        1095.52        28
2029        1095.95        30
2030        1096.37        32
2031        1096.79        36
2032        1097.22        48
2033        1097.64        36
2034        1098.07        35
2035        1098.49        35
2036        1098.92        37
2037        1099.34        32
2038        1099.76        31
2039        1100.19        30
2040        1100.61        28
2041        1101.04        34
2042        1101.46        23
2043        1101.89        30
2044        1102.31        25
2045        1102.74        28
2046        1103.16        29
2047        1103.58        34
2048        1104.01        31


