Project Name : Project Name
Sample Name : Sample Name
Measurement No : 1
Measurement Time : 10/13/2021   10:45:15

Pixel   Wavelength(nm)    Intensity
1496         871.06        34
1497         871.47        30
1498         871.89        36
1499         872.31        33
1500         872.73        30
1501         873.15        38
1502         873.57        30
1503         873.98        33
1504         874.40        43
1505         874.82        32
1506         875.24        35
1507         875.66        33
1508         876.08        33
1509         876.49        37
1510         876.91        30
1511         877.33        36
1512         877.75        36
1513         878.17        32
1514         878.59        32
1515         879.00        36
1516         879.42        29
1517         879.84        30
1518         880.26        33
1519         880.68        34
1520         881.10        41
1521         881.52        37
1522         881.93        37
1523         882.35        36
1524         882.77        35
1525         883.19        36
1526         883.61        39
1527         884.03        38
1528         884.45        37
1529         884.87        31
1530         885.28        39
1531         885.70        41
1532         886.12        32
1533         886.54        39
1534         886.96        29
1535         887.38        31
1536         887.80        43
1537         888.22        38
1538         888.64        42
1539         889.05        32
1540         889.47        39
1541         889.89        37
1542         890.31        40
1543         890.73        36
1544         891.15        38
1545         891.57        37
1546         891.99        34
1547         892.41        40
1548         892.83        41
1549         893.24        34
1550         893.66        37
1551         894.08        37
1552         894.50        42
1553         894.92        41
1554         895.34        40
1555         895.76        37
1556         896.18        38
1557         896.60        39
1558         897.02        39
1559         897.44        36
1560         897.86        36
1561         898.28        44
1562         898.69        46
1563         899.11        40
1564         899.53        35
1565         899.95        37
1566         900.37        38
1567         900.79        44
1568         901.21        38
1569         901.63        42
1570         902.05        36
1571         902.47        42
1572         902.89        38
1573         903.31        44
1574         903.73        41
1575         904.15        39
1576         904.57        40
1577         904.99        48
1578         905.41        67
1579         905.83        42
1580         906.25        41
1581         906.67        43
1582         907.09        37
1583         907.51        43
1584         907.93        38
1585         908.34        38
1586         908.76        41
1587         909.18        37
1588         909.60        44
1589         910.02        47
1590         910.44        38
1591         910.86        39
1592         911.28        38
1593         911.70        42
1594         912.12        41
1595         912.54        42
1596         912.96        38
1597         913.38        37
1598         913.80        40
1599         914.22        37
1600         914.64        39
1601         915.06        37
1602         915.48        39
1603         915.90        42
1604         916.32        42
1605         916.74        46
1606         917.16        36
1607         917.58        43
1608         918.00        39
1609         918.42        40
1610         918.84        42
1611         919.26        41
1612         919.68        41
1613         920.10        42
1614         920.53        38
1615         920.95        34
1616         921.37        41
1617         921.79        37
1618         922.21        40
1619         922.63        38
1620         923.05        39
1621         923.47        43
1622         923.89        39
1623         924.31        36
1624         924.73        41
1625         925.15        43
1626         925.57        39
1627         925.99        40
1628         926.41        39
1629         926.83        36
1630         927.25        39
1631         927.67        40
1632         928.09        44
1633         928.51        37
1634         928.93        32
1635         929.35        35
1636         929.77        30
1637         930.19        42
1638         930.62        34
1639         931.04        36
1640         931.46        35
1641         931.88        36
1642         932.30        35
1643         932.72        40
1644         933.14        37
1645         933.56        34
1646         933.98        35
1647         934.40        41
1648         934.82        42
1649         935.24        41
1650         935.66        38
1651         936.08        40
1652         936.51        36
1653         936.93        40
1654         937.35        34
1655         937.77        32
1656         938.19        35
1657         938.61        37
1658         939.03        34
1659         939.45        39
1660         939.87        37
1661         940.29        40
1662         940.71        30
1663         941.14        37
1664         941.56        36
1665         941.98        35
1666         942.40        36
1667         942.82        35
1668         943.24        39
1669         943.66        35
1670         944.08        33
1671         944.50        35
1672         944.92        35
1673         945.35        37
1674         945.77        33
1675         946.19        35
1676         946.61        35
1677         947.03        36
1678         947.45        33
1679         947.87        39
1680         948.29        32
1681         948.72        36
1682         949.14        35
1683         949.56        38
1684         949.98        34
1685         950.40        38
1686         950.82        34
1687         951.24        35
1688         951.66        32
1689         952.09        42
1690         952.51        34
1691         952.93        30
1692         953.35        35
1693         953.77        38
1694         954.19        42
1695         954.61        33
1696         955.04        32
1697         955.46        40
1698         955.88        32
1699         956.30        39
1700         956.72        36
1701         957.14        34
1702         957.56        42
1703         957.99        35
1704         958.41        32
1705         958.83        38
1706         959.25        34
1707         959.67        35
1708         960.09        36
1709         960.52        38
1710         960.94        34
1711         961.36        34
1712         961.78        46
1713         962.20        33
1714         962.62        31
1715         963.05        44
1716         963.47        36
1717         963.89        37
1718         964.31        40
1719         964.73        40
1720         965.15        35
1721         965.58        35
1722         966.00        41
1723         966.42        39
1724         966.84        39
1725         967.26        39
1726         967.69        39
1727         968.11        41
1728         968.53        40
1729         968.95        39
1730         969.37        40
1731         969.79        41
1732         970.22        42
1733         970.64        38
1734         971.06        37
1735         971.48        44
1736         971.90        39
1737         972.33        43
1738         972.75        36
1739         973.17        42
1740         973.59        40
1741         974.01        40
1742         974.44        42
1743         974.86        43
1744         975.28        47
1745         975.70        41
1746         976.12        45
1747         976.55        40
1748         976.97        40
1749         977.39        43
1750         977.81        42
1751         978.24        43
1752         978.66        50
1753         979.08        44
1754         979.50        43
1755         979.92        40
1756         980.35        39
1757         980.77        44
1758         981.19        42
1759         981.61        42
1760         982.03        40
1761         982.46        41
1762         982.88        43
1763         983.30        39
1764         983.72        46
1765         984.15        42
1766         984.57        41
1767         984.99        41
1768         985.41        48
1769         985.84        45
1770         986.26        39
1771         986.68        44
1772         987.10        45
1773         987.53        39
1774         987.95        43
1775         988.37        40
1776         988.79        40
1777         989.21        43
1778         989.64        46
1779         990.06        49
1780         990.48        44
1781         990.90        45
1782         991.33        40
1783         991.75        48
1784         992.17        40
1785         992.59        41
1786         993.02        43
1787         993.44        41
1788         993.86        39
1789         994.29        42
1790         994.71        38
1791         995.13        47
1792         995.55        38
1793         995.98        45
1794         996.40        46
1795         996.82        37
1796         997.24        44
1797         997.67        38
1798         998.09        41
1799         998.51        38
1800         998.93        36
1801         999.36        39
1802         999.78        34
1803        1000.20        38
1804        1000.63        45
1805        1001.05        39
1806        1001.47        42
1807        1001.89        41
1808        1002.32        41
1809        1002.74        40
1810        1003.16        35
1811        1003.58        40
1812        1004.01        34
1813        1004.43        35
1814        1004.85        36
1815        1005.28        41
1816        1005.70        38
1817        1006.12        38
1818        1006.54        38
1819        1006.97        34
1820        1007.39        42
1821        1007.81        40
1822        1008.24        39
1823        1008.66        36
1824        1009.08        34
1825        1009.50        35
1826        1009.93        41
1827        1010.35        37
1828        1010.77        41
1829        1011.20        34
1830        1011.62        36
1831        1012.04        35
1832        1012.47        38
1833        1012.89        40
1834        1013.31        38
1835        1013.73        39
1836        1014.16        31
1837        1014.58        39
1838        1015.00        36
1839        1015.43        35
1840        1015.85        34
1841        1016.27        37
1842        1016.70        33
1843        1017.12        39
1844        1017.54        36
1845        1017.97        36
1846        1018.39        33
1847        1018.81        34
1848        1019.24        36
1849        1019.66        39
1850        1020.08        36
1851        1020.50        35
1852        1020.93        44
1853        1021.35        39
1854        1021.77        30
1855        1022.20        36
1856        1022.62        36
1857        1023.04        34
1858        1023.47        38
1859        1023.89        39
1860        1024.31        35
1861        1024.74        36
1862        1025.16        36
1863        1025.58        38
1864        1026.01        35
1865        1026.43        39
1866        1026.85        34
1867        1027.28        36
1868        1027.70        40
1869        1028.12        35
1870        1028.55        35
1871        1028.97        35
1872        1029.39        36
1873        1029.82        36
1874        1030.24        34
1875        1030.66        41
1876        1031.09        38
1877        1031.51        41
1878        1031.93        36
1879        1032.36        42
1880        1032.78        37
1881        1033.20        41
1882        1033.63        45
1883        1034.05        36
1884        1034.47        43
1885        1034.90        34
1886        1035.32        41
1887        1035.75        47
1888        1036.17        40
1889        1036.59        46
1890        1037.02        36
1891        1037.44        42
1892        1037.86        40
1893        1038.29        40
1894        1038.71        37
1895        1039.13        40
1896        1039.56        38
1897        1039.98        39
1898        1040.40        34
1899        1040.83        37
1900        1041.25        43
1901        1041.67        47
1902        1042.10        44
1903        1042.52        39
1904        1042.95        47
1905        1043.37        41
1906        1043.79        39
1907        1044.22        45
1908        1044.64        40
1909        1045.06        46
1910        1045.49        46
1911        1045.91        50
1912        1046.33        46
1913        1046.76        37
1914        1047.18        43
1915        1047.61        47
1916        1048.03        50
1917        1048.45        46
1918        1048.88        47
1919        1049.30        45
1920        1049.72        41
1921        1050.15        45
1922        1050.57        41
1923        1051.00        42
1924        1051.42        40
1925        1051.84        53
1926        1052.27        48
1927        1052.69        44
1928        1053.11        43
1929        1053.54        47
1930        1053.96        47
1931        1054.39        39
1932        1054.81        44
1933        1055.23        47
1934        1055.66        45
1935        1056.08        48
1936        1056.51        50
1937        1056.93        53
1938        1057.35        47
1939        1057.78        44
1940        1058.20        47
1941        1058.62        43
1942        1059.05        48
1943        1059.47        51
1944        1059.90        49
1945        1060.32        47
1946        1060.74        49
1947        1061.17        46
1948        1061.59        45
1949        1062.02        47
1950        1062.44        48
1951        1062.86        48
1952        1063.29        49
1953        1063.71        51
1954        1064.14        49
1955        1064.56        47
1956        1064.98        49
1957        1065.41        54
1958        1065.83        49
1959        1066.26        51
1960        1066.68        50
1961        1067.10        49
1962        1067.53        46
1963        1067.95        48
1964        1068.37        51
1965        1068.80        48
1966        1069.22        49
1967        1069.65        46
1968        1070.07        51
1969        1070.50        49
1970        1070.92        48
1971        1071.34        45
1972        1071.77        44
1973        1072.19        51
1974        1072.62        45
1975        1073.04        45
1976        1073.46        45
1977        1073.89        45
1978        1074.31        45
1979        1074.74        47
1980        1075.16        50
1981        1075.58        43
1982        1076.01        49
1983        1076.43        44
1984        1076.86        43
1985        1077.28        43
1986        1077.70        44
1987        1078.13        39
1988        1078.55        45
1989        1078.98        44
1990        1079.40        50
1991        1079.83        52
1992        1080.25        45
1993        1080.67        45
1994        1081.10        46
1995        1081.52        46
1996        1081.95        41
1997        1082.37        43
1998        1082.79        43
1999        1083.22        50
2000        1083.64        44
2001        1084.07        46
2002        1084.49        49
2003        1084.92        48
2004        1085.34        43
2005        1085.76        35
2006        1086.19        47
2007        1086.61        38
2008        1087.04        45
2009        1087.46        36
2010        1087.88        41
2011        1088.31        42
2012        1088.73        45
2013        1089.16        43
2014        1089.58        40
2015        1090.01        34
2016        1090.43        39
2017        1090.85        42
2018        1091.28        39
2019        1091.70        43
2020        1092.13        38
2021        1092.55        38
2022        1092.98        43
2023        1093.40        40
2024        1093.82        37
2025        1094.25        39
2026        1094.67        38
2027        1095.10        43
2028        1095.52        39
2029        1095.95        36
2030        1096.37        38
2031        1096.79        38
2032        1097.22        43
2033        1097.64        32
2034        1098.07        39
2035        1098.49        37
2036        1098.92        35
2037        1099.34        34
2038        1099.76        30
2039        1100.19        33
2040        1100.61        42
2041        1101.04        33
2042        1101.46        36
2043        1101.89        37
2044        1102.31        37
2045        1102.74        37
2046        1103.16        30
2047        1103.58        32
2048        1104.01        35


